Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Discounted_Sale,Cost,Profit,Quantity,Discount,Actual_Sale
CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,1611.48,312.676,8,20%,2405.2
US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,112.67,-80.48,2,80%,160.96
US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,50.75,-0.6265,7,20%,62.65
US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,46.18,1.7991,3,20%,59.97
CA-2016-163986,2016-09-03,2016-09-10,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,40.33,14.17,5,0%,54.5
CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,13.37,5.7312,3,20%,23.88
CA-2016-131576,2016-11-22,2016-11-26,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,25.21,24.2256,3,0%,49.44
CA-2017-143455,2017-11-11,2017-11-18,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,6.74,3.6288,2,20%,12.96
CA-2016-144729,2016-10-21,2016-10-25,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,152.9,1.5444,3,0%,154.44
CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,56.41,4.5738,7,20%,76.23
CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,209.26,-13.7976,2,15%,229.96
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,17.46,6.216,8,20%,29.6
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,1.63,0.7425,3,20%,2.97
CA-2017-167668,2017-05-06,2017-05-08,First Class,TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,29.6,29.6,4,0%,59.2
CA-2017-146724,2017-11-20,2017-11-27,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Lakeville,Minnesota,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22,12.32,9.68,10,0%,22
CA-2016-139878,2016-11-11,2016-11-16,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,183.17,74.8142,2,0%,257.98
US-2016-106677,2016-11-05,2016-11-10,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,39.98,-15.992,2,40%,39.98
CA-2016-116974,2016-10-09,2016-10-15,Standard Class,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,39.56,-15.5844,4,40%,39.96
CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,601.54,0,4,20%,751.92
CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,5.37,2.528,2,0%,7.9
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,83.16,-24.803,5,60%,145.9
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,15.02,1.4406,7,20%,20.58
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,63.94,-23.976,5,60%,99.9
CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,18.43,7.5284,2,0%,25.96
CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,25.39,10.881,3,0%,36.27
CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,3.37,3.1104,1,0%,6.48
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,981.02,94.0702,14,20%,1343.86
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,400.01,38.3572,4,20%,547.96
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,11.53,6.5569,7,20%,22.61
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,326.65,-18.147,3,15%,362.94
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,9.22,4.1416,4,0%,13.36
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,21.18,18.7812,2,0%,39.96
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,145.85,75.84,70.008,5,0%,145.85
CA-2016-153318,2016-10-25,2016-10-28,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,705.56,78.396,5,20%,979.95
US-2015-110163,2015-11-01,2015-11-04,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88,6.11,1.773,1,20%,9.85
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,23.99,17.3754,3,0%,41.37
CA-2015-159380,2015-05-12,2015-05-16,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,7.06,5.778,3,0%,12.84
CA-2015-159380,2015-05-12,2015-05-16,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,14.12,11.556,6,0%,25.68
CA-2015-122623,2015-09-07,2015-09-11,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,49.55,-2.0364,2,30%,67.88
CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,8.95,0.471,2,0%,9.42
CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,6.74,6.2208,2,0%,12.96
CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,648.51,56.392,5,0%,704.9
CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,533.49,28.0784,2,20%,701.96
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,95.3,84.5154,9,0%,179.82
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,109.49,76.0878,6,0%,185.58
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,177.71,36.3987,3,0%,214.11
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,769.97,229.9908,4,0%,999.96
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,542.45,111.1035,3,0%,653.55
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,63.03,51.57,5,0%,114.6
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,45.56,15.185,1,0%,60.74
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,97,27.3592,2,0%,124.36
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,773.02,315.7404,6,0%,1088.76
CA-2016-160500,2016-05-05,2016-05-08,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,4.37,2.352,5,20%,8.4
CA-2016-160500,2016-05-05,2016-05-08,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,291.31,7.4694,3,20%,373.47
CA-2017-100202,2016-12-31,2017-01-05,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,279.7,22.6782,3,20%,377.97
CA-2017-131016,2017-09-18,2017-09-20,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.928,8.37,0.558,2,20%,11.16
CA-2017-131016,2017-09-18,2017-09-20,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,Central,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,50.56,-2.974,2,20%,59.48
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792,23.23,10.56,8,20%,42.24
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,397.76,-97.2312,2,32%,441.96
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,7.08,-4.3584,2,80%,13.62
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2.16,1.1016,2,20%,4.08
CA-2016-124149,2016-04-23,2016-04-26,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,70.42,37.9176,6,20%,135.42
CA-2016-124149,2016-04-23,2016-04-26,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,49.63,6.291,5,20%,69.9
CA-2016-124149,2016-04-23,2016-04-26,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,48.94,29.364,2,20%,97.88
CA-2014-148915,2014-11-01,2014-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,538.25,-94.333,5,20%,554.9
CA-2014-148915,2014-11-01,2014-11-05,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,101.38,54.5916,3,20%,194.97
CA-2017-134649,2017-01-26,2017-01-31,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47,11.29,4.1769,7,0%,15.47
CA-2017-134649,2017-01-26,2017-01-31,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,3.72,3.4368,2,0%,7.16
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,8.06,2.8314,1,0%,10.89
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,10.11,9.3312,3,0%,19.44
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,82.08,39.52,5,20%,152
CA-2016-147368,2016-06-09,2016-06-12,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,723.53,-27.828,2,50%,1391.4
US-2015-104185,2015-09-03,2015-09-08,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,89.04,31.2858,1,0%,120.33
US-2014-125521,2014-03-14,2014-03-19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,854.94,284.98,4,0%,1139.92
US-2017-135062,2017-08-31,2017-09-04,Second Class,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.544,146.33,83.2097,7,20%,286.93
CA-2017-135650,2017-03-23,2017-03-27,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,176.07,-32.3388,2,20%,179.66
CA-2017-112865,2017-05-18,2017-05-22,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048,36.95,-0.9012,3,20%,45.06
US-2016-162852,2016-12-27,2016-12-31,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,857.57,-12.0784,8,30%,1207.84
CA-2017-138163,2017-11-17,2017-11-20,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,36.68,14.2632,3,0%,50.94
CA-2017-152093,2017-09-10,2017-09-15,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,1906.49,-1143.891,3,80%,3812.97
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,40.52,15.7584,6,0%,56.28
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,1426.21,1264.7559,3,0%,2690.97
CA-2016-123617,2016-11-28,2016-12-03,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,13.13,-5.6994,6,70%,24.78
US-2016-128293,2016-06-02,2016-06-05,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,77.74,-12.9568,1,20%,80.98
CA-2017-107342,2017-12-17,2017-12-22,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,14.92,13.2352,4,0%,28.16
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,8.09,6.8908,1,0%,14.98
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,13.41,6.9088,4,0%,20.32
CA-2017-137344,2017-08-20,2017-08-20,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,29.81,10.4754,3,0%,40.29
CA-2017-169810,2017-07-25,2017-07-31,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,10.72,9.5081,7,0%,20.23
CA-2016-128594,2016-08-26,2016-08-29,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,1502.94,100.196,4,20%,2003.92
CA-2016-154690,2016-08-15,2016-08-17,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,202.77,22.5296,2,20%,281.62
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,63.73,4.068,4,0%,67.8
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,279.7,98.2722,3,0%,377.97
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,1254.19,374.6286,9,0%,1628.82
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,146.33,140.5957,7,0%,286.93
CA-2017-106537,2017-08-12,2017-08-17,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736,13.48,7.2576,4,20%,25.92
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,22.95,8.4888,3,0%,31.44
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,61.17,22.6233,7,0%,83.79
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,44.04,15.4752,3,0%,59.52
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,22.66,9.2568,4,0%,31.92
CA-2016-115588,2016-11-10,2016-11-12,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,18.03,-3.312,5,20%,18.4
CA-2016-115588,2016-11-10,2016-11-12,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,41.41,-2.436,3,20%,48.72
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,16.02,1.068,2,20%,21.36
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,51.12,23.235,3,20%,92.94
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,349.72,-35.3646,3,20%,392.94
CA-2017-135167,2017-06-15,2017-06-20,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,2.51,1.7466,1,0%,4.26
CA-2017-137022,2017-11-16,2017-11-22,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,786.94,24.3384,8,0%,811.28
US-2017-102638,2017-12-29,2017-12-31,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03,3.08,2.9547,3,0%,6.03
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,159.33,-5.7588,2,20%,191.96
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,937.48,76.0116,7,20%,1266.86
